ML_PN	LR_ID	MW_ID	TI P/N	ALIASES
TXPA0050	LEX050	LEX-68	TIK-LEX-60R	172432, 8990H-76010, LEX050HYQ14FBF(4), 8990H-76030,
TXRU0006	TOY006	TOY-219 RC	TIK-TOY-37R	89742-AE030, 180779, TOY006GQ43VT20T(5),
LKP-1041		132294.0		TOYOTA/LEXUS MARVIN CUTTER AND SHIM,
HART0008	HON008	HON-441 RC	TIK-ILC-135	72147-S0K-A02, HON-445, 72147-S84-A03, 172059, 172061, HON008KOBUTAH2T(4),
GMPA8436	GM1017	GM-984	TIK-CHV-145R	ULK8436, 13548436, 200840, ULK8436YG0G21TB2(3),
SP_12M_UTP	SMART PRO PROGRAMMER - 12 MONTH UTP	AD-UTPSUB-1 YEAR		SMART PRO UNLIMITED,
ML P/N	GSI P/N	MW P/N / KI_SKU	KI P/N	TI P/N	GSI_Primary OE#
BMHT0002		BMW-2	170888.0	TIK-BMW-08	6955750.0
BMPT0042	ULK042	BMW-1482; ULK375	180985.0		9226936-02
BMPT1466		BMW-1466	170926.0		9266843-01
BMST0038	ULK037	BMW-1452	180981.0	TIK-BMW-34
BMST1452		BMW-1452	180983.0
CHFA0345	ULK345	CHRY-1646	181043.0	TIK-JEP-56	68416782AC
CHFA1412	ULK1412	CHRY-1675	48070.0		68296748AA
CHFR0344	ULK344	CHRY-1644	171082.0	TIK-JEP-51	68416784AC	68384454AC
CHFX0107	ULK107	PROMASTER-7	170959.0		7MR44JXWAA
CHFX0107	ULK107	PROMASTER-7	170959.0		7MR44JXWAA
CHFY0404	ULK404	CHRY-1671	171058.0	TIK-JEP-63	68416785AC
CHHA0006	ULK006		182180.0	TIK-CDJ-01	04589517AB
CHHA0013	ULK013	OHT3-1886	170980.0	TIK-JEP-12	04589517AB
CHHJ0004	ULK004	M3N4-1873	171009.0	TIK-CHR-22	04589053AA
CHHJ0007	ULK007	OHT4-1883	171012.0	TIK-JEP-10	68029833AA
CHHR0015	ULK015	OHT4-1882	182193.0	TIK-JEP-14	04589621AA
CHHT0002	ULK002	KOB4-1871	171007.0	TIK-DOG-15	5183349ABR	05179512AA
CHPA0021	MOP021	CHRY-1600	181005.0	TIK-DOG-37	68066349AI
CHPA0030	MOP030	CHRY-1611	181015.0	TIK-JEP-32	68143502AA
CHPA0089	ULK089	CHRY-1613	181017.0	TIK-JEP-46R	68105087AJ
CHPA0190	ULK190	CHRY-1624	181027.0		68217827AD
CHPA0222	ULK222	CHRY-1648	181046.0	TIK-JEP-44	6MP33DX9AA
CHPA0281	ULK281	CHRY-1661	181054.0	TIK-DOG-82R	68442905AB
CHPA0318	ULK318	CHRY-1637	181037.0	TIK-JEP-50	68250335AB
CHPA0318	ULK318	CHRY-1637	181037.0	TIK-JEP-50	68417820AB
CHPA7529	ULK7529	CHRY-1686	171071.0		68582686AB
CHPB0024	MOP024	CHRY-1602	181037.0	TIK-DOG-35	56046777AB
CHPB0026	MOP026	CHRY-1604	181009.0	TIK-CHR-32	56046759AF
CHPB0131	ULK131	CHRY-1622	181025.0	TIK-CHR-40	68394191AA	68155687AB
CHPB0268	ULK268	CHRY-1657	181052.0	TIK-DOG-91	68394195AA
CHPD0194	ULK194	CHRY-1628	181030.0	TIK-CHR-63	68217832AD
CHPH0027	MOP027	CHRY-1612	181016.0	TIK-JEP-31	68143505AC
CHPH0032	MOP032	CHRY-1617	181021.0	TIK-DOG-56	68150061AC
CHPH0086	ULK086	CHRY-1615	181019.0	TIK-JEP-36	68141580AJ
CHPH0238	ULK238	CHRY-1642	181039.0	TIK-JEP-47	68417823AB
CHPH0562	ULK562	CHRY-1683	171146.0	TIK-JEP-88	68582687AB
CHPH7124	ULK7124	CHRY-1733	234776.0	TIK-JEP-101	68721503AA
CHPH7131	ULK7131	CHRY-1727	202441.0		68577131AA
CHPH7131	ULK7131				68577131AC
CHPH9565	ULK9565	CHRY-1687	171148.0	TIK-JEP-89	68469565AA
CHPJ7653	ULK7653	CHRY-1713, CHRY-1708	199594.0	TIK-DOG-112	7FF24LXHAB					05179513AB	5175786.0	5175786AB	56040649.0	56040649AA	56040649AC	56040649AD	56040669AC	68001705AA	68001705AB	68003659AA
CHPL0653	ULK653	CHRY-1685	171182.0		68582673AB					05179513AB	5175786.0	5175786AB	56040649.0	56040649AA	56040649AC	56040649AD	56040669AC	68001705AA	68001705AB	68003659AA
CHPL7130	ULK7130		na	TIK-JEP-98	68577130AC	: 68577130AA				68273341AA	68273341AB
CHPL7132	ULK7132	CHRY-1728	202447.0		68577132AC
CHPN0080	ULK080	CHRY-1610	181014.0	TIK-DOG-54	68159657.0
CHPN0282	ULK282	CHRY-1672	171177.0	TIK-DOG-79
CHPR0023	MOP023	CHRY-1605	181010.0	TIK-DOG-38	68066350AB
CHPR0043	ULK043	CHRY-1607	181012.0	TIK-DOG-52	56046956AJ
CHPR0081	ULK081	CHRY-1614	181018.0	TIK-JEP-33	68105078AJ
CHPR0140	ULK140	CHRY-1643	181040.0	TIK-JEP-39	7QG14DX9AA
CHPR0274	ULK274	CHRY-1623	181026.0	TIK-JEP-48	68417821AB
CHPR0278	ULK278	CHRY-1649	181047.0	TIK-DOG-73	68584153AA
CHPR0367	ULK367	CHRY-1667	181059.0	TIK-DOG-102	68575428AA
CHPR3812	-	CHRY-1702	249591.0		68523812AA
CHPR5264	ULK5264	CHRY-1722			7TD04DX9PA
CHPT0022	MOP022	CHRY-1601	181006.0	TIK-DOG-36	68051387AH
CHPT0120	ULK120	CHRY-1618	181022.0	TIK-CHR-53R	68155686AB
CHPT0267	ULK267	CHRY-1658	181053.0		68394196AA
CHPV0279	ULK279	CHRY-1651	181049.0	TIK-DOG-75	68584155AA	68442909AB
CHPV0366	ULK366	CHRY-1662	181055.0	TIK-DOG-105	68575429AA
CHPV0388	ULK388	CHRY-1663	171141.0	TIK-DOG-106N	68375456AB
CHPV0725	ULK725	CHRY-1721	201001.0	TIK-DOG-113	7FF25LXHAB
CHPV3814	ULK3814	CHRY-1735	229376.0		68523814AA
CHPV3814	ULK3814		229077.0
CHPX1685	ULK5092	CHRY-1685	194652.0	-	68582671AB
CHSA0001	FBK001	FOBIK-2250	182176.0	TIK-DOG-33	56046707AG
CHSA0045	ULK045	DART-3	182199.0	TIK-DOG-50	56046773AA
CHSA0063			193255.0
CHSA0076	ULK076	FOBIK-2200	182173.0	TIK-DOG-53	68508720AA
CHSA0087	ULK087	FOBIK-2204	182174.0	TIK-JEP-35R	68508731AA
CHSB0067			193259.0
CHSD0027	FBK027	FOBIK-2156	171052.0		56046709AG
CHSD0028	FBK028		171051.0		05026590AI
CHSD0028	FBK028	FOBIK-2106	171051.0	TIK-CHR-28	56046708AG
CHSF0021	FBK021	FOBIK-2155	171040.0		56046705AG
CHSF0022	FBK022		171039.0		56046704AG
CHSH0017	FBK017P				05026538AK	56046695AH
CHSN0157	ULK157	FOBIK-2203	182198.0
CHSR0007	FBK007				05026378AN	05026378AG
CHSR0077	ULK077	FOBIK-2201	182187.0	TIK-DOG-55	56046955AC 	68508721AA	56046955AF	56046955AG
CHSR0094	ULK094	FOBIK-2205	182188.0	TIK-JEP-34	68508732AA
CHST0006	FBK006	FOBIK-2101	170988.0	TIK-CHR-20	68058346AH
FDFA0068	FRD068	FORD-R8130	182201.0	TIK-FOR-70	164-R8130
FDFA8334	FRD8334	FORD-R8334	200174.0	TIK-FOR-153	164-R8334
FDFA8359	FRD8359				164-R8359					68051387AH	68225802AB
FDFR0069	FRD069	FORD-R8134	182208.0	TIK-FOR-76	164-R8134
FDFR0142	FRD142		182206.0		164-R8236	164-R8281
FDFR8263	FRD8263		200591.0		164-R8263
FDFT0059	FRD059	FORD-R7986	182204.0	TIK-FOR-46	164-R7986
FDHA0022	FRD022	FORD-R8070-80	171238.0	TIK-FOR-28	164-R8070
FDHA0032	FRD032	FORD-R8007	182203.0	TIK-FOR-23	164-R8007
FDHA8070		FORD-R8070-40	171232.0		164-R8070
FDHB0031	FRD031	FORD-R8000	171276.0	TIK-FOR-45	164-R8000
FDHS0066	FRD066	FORD-R8126	182212.0	-	164-R8126
FDHT0026	FRD026	FORD-R8073-80	171267.0	TIK-FOR-27	164-R8073
FDHT0033	FRD033	FORD-R8046	182211.0	TIK-FOR-36	164-R8046
FDHT0046	FRD046	FORD-R7040	171251.0		164-R7040
FDHT0048	FRD048	FORD-R7041	171253.0
FDHT0063	FRD063	FORD-R7976	171255.0	TIK-FOR-69	164-R7976
FDHT0172		FORD-R8073-40 RC	171258.0	TIK-FOR-27R80	164-R8073
FDHT8073		FORD-R8073 RC-80	171267.0	TIK-FOR-27R80
FDPA0075	FRD075	FORD-R8111	181091.0	TIK-FOR-62	164-R8111
FDPA0101	FRD101	FORD-R8163	181100.0	TIK-FOR-89	164-R8163
FDPA0200	FRD200	FORD-R8295	194414.0		164-R8295
FDPA8411	FRD411		261893.0		164-R8411
FDPB0018	FRD018	FORD-R8094	181087.0	TIK-LIN-13	164-R8094
FDPB0093	FRD093	FORD-R8149	181096.0	TIK-FOR-82	164-R8149
FDPB0111	FRD111				164-R8162
FDPB8324	FRD8324		194095.0		164-R8324
FDPH0110	FRD110	FORD-R8198	181070.0	TIK-FOR-101	164-R8198
FDPH0132	FRD132	FORD-R8226	181106.0	TIK-LIN-27	164-R8226
FDPH0152	FRD152		171326.0	TIK-LIN-29	164-R8278
FDPH0154	FRD154	FORD-R8244			164-R8244
FDPH0206	FRD206	FORD-R8320	185704.0	TIK-FOR-137	164-R8320
FDPH0306	FRD306	FORD-R8355, SC-5946046	199406.0	TIK-FOR-148	164-R8355
FDPH0397	FRD397	FORD-R8397	274794.0		164-R8397
FDPH8288	FRD8288		171325.0		164-R8288
FDPH8412					164-R8412
FDPJ0133	FRD133	FORD-809			164-R8197
FDPJ0190	FRD190		171297.0		164-R8287
FDPJ8354	FRD8354				164-R8354
FDPR0105	FRD105	FORD-R8182	181102.0	TIK-FOR-96	164-R8182
FDPR0203	FRD203	FORD-R8297	182766.0	TIK-FOR-136	164-R8297
FDPR8323	FRD8323		235976.0	TIK-FOR-147	164-R8323
FDPR8333					164-R8333
FDPT0065	FRD065	FORD-R8109	181089.0	TIK-FOR-60	164-R8109
FDPT0092	FRD092	FORD-R8147	171284.0	TIK-FOR-81	164-R8147
FDPT0094	FRD094	FORD-R8150	181097.0	TIK-FOR-87	164-R8150
FDPT0120	FRD120	FORD-R8159	181065.0	TIK-FOR-138	164-R8159
FDPV0071	FRD071	FORD-R8117	181092.0	TIK-FOR-66	164-R8117
FDPV0098	FRD098	FORD-R8166	181101.0	TIK-FOR-86	164-R8166
FDPV0140	FRD140	FORD-R8185	181103.0		164-R8185
FDPV8330	FRD8330	FORD-R8330	200125.0	TIK-FOR-154	164-R8330
FDRA0009	FORD(3)	FORD-760;FRD009	180659.0	TIK-FOR-06	15K601 5330 9140	CWTWB1U331
FDRT0010	8S4Z15K601AR	FORD-761	180663.0	TIK-FOR-07	15K601 5350 9352 9138
FDSB0020	FRD020	FORD-R8092	171342.0	TIK-FOR-33	164-R8092
FDSB0021	FRD021	FORD-R7995	181083.0	TIK-FOR-54	164-R7995
FDST0016	FRD016	FORD-R8048	181084.0	TIK-FOR-31	164-R8048
FTFA0771	na		na	na	7HA71JXWCP
FTPB0586	ULK586		171124.0		6EP44LXHAA
FTPR0159	ULK159	FIAT-3	181064.0	TIK-FT-01	6DB91LXHCA
GMFA0024	ULK024	SC-5913598	122228.0	TIK-GM-66	5913598.0	/ 20873621 / 20835406
GMFA0030	ULK030	GM-799	122226.0		20873623.0
GMFA0083	-	GM-821	171368.0	-	93192428.0
GMFA0273	ULK273		171372.0		13514134.0
GMFA0332	ULK332	GM-909	182215.0	TIK-CHV-104	13530754.0
GMFR0027	ULK423	SC-5913597; GM-789; ULK027	122207.0	TIK-GM-84	20873620.0
GMFB0028	ULK425	SC-5927058	111949.0	TIK-GM-102N	5927058.0
GMFR0048	ULK048	GM-876		TIK-GM-98R
GMFR0165	ULK165	GM-875	182235.0		13504265.0
GMFR0304	ULK304				13530752.0
GMFR0307	ULK307	GM-910	171385.0	TIK-CHV-105	13530746.0
GMFR0809	ULK047	GM-809	182238.0
GMFT0034	ULK034	SC-5921872	128055.0		13585209.0
GMFT0186	ULK186	GM-862	182225.0	TIK-CHV-76	13514135.0
GMFT0428	ULK428	ULK428S; SC-5927057	111947.0	TIK-GM-101N	13586120.0
GMFZ0075	ULK075	GM-848	171463.0	TIK-CHV-44	22923862.0
GMHA3129		GM-823			92123129.0
GMPA0133	ULK133	GM-865	181119.0		13523307.0
GMPA0135	ULK135	GM-866	181120.0	TIK-BUK-09R	13508417.0	13532390.0
GMPA0138	ULK138	GM-901	181131.0	TIK-GMC-21R	13591388.0
GMPA0215	ULK215	GM-864	181118.0	TIK-CHV-84	13529665.0
GMPA0302	ULK302	GM-892	181126.0	TIK-CHV-96	13529639.0	13519177.0
GMPA0457	ULK457	GM-922	181135.0	TIK-CHV-126	13530711.0
GMPA0467	ULK467				13522902.0
GMPA0530	ULK530	GM-986	199452.0		13530515.0
GMPA0594	ULK594	GM-924	-	-	13547791.0
GMPA2897	ULK2897		200610.0		13547799.0
GMPA5294	ULK5294		-		13555294.0
GMPA7675	ULK7675	GM-986			13548296.0
GMPA7966	ULK7966	GM-1002	200312.0		13547569.0
GMPA8436	ULK8436	GM-984	200840.0	TIK-CHV-145	13548436.0
GMPB0096	ULK096	CAD-1173	180996.0	TIK-CAD-43	13598530.0
GMPB0162	ULK162	GM-849	181110.0	TIK-CHV-73	13529662.0
GMPB0178	ULK178	GM-856	181113.0		13529663.0
GMPB0422	ULK422	CAD-1183	181003.0	TIK-CAD-64	13548127.0	13536990.0	13538860.0	13592985.0
GMPB0441	ULK441	GM-931	181136.0	TIK-CHV-128	13547793.0
GMPC0173	ULK173	GM-859	181115.0	TIK-CHV-77	13529653.0	13508780.0	13594573.0
GMPC0442	ULK442	GM-923	171513.0	TIK-CHV-127	13522886.0
GMPH0060	ULK060	CAD-1149; SC-5931857	180989.0		22865375.0
GMPH0109	ULK109	GM-889	181124.0	gmc-17	13584502.0
GMPH0142	ULK142	CAD-1174	180997.0	TIK-CAD-51	13598528.0
GMPH0168	ULK168	GM-861	181116.0	TIK-GMC-17	13523305.0
GMPH0179	ULK179	GM-893	181127.0	TIK-CHV-95	13529636.0
GMPH0212	ULK212	GM-880	181122.0	TIK-CHV-92	13529650.0
GMPH0214	ULK214	CAD-1177	180999.0	TIK-CAD-54	13510245.0
GMPH0221	ULK221	GM-854	181112.0	TIK-BUK-06	13532747.0
GMPH0270	ULK270	GM-895	181128.0	TIK-BUK-11	13532751.0
GMPH0421	ULK421	CAD-1185	181004.0	TIK-CAD-66	13544052.0
GMPH0437	ULK437	GM-945	255892.0		13560196.0
GMPH0458	ULK458	GM-921	181134.0	TIK-CHV-132	13547830.0
GMPH0468	ULK468				GMPH0468_ULK468_BULK, 13547797
GMPH0511	ULK511	GM-919; GM-934	171474.0	TIK-BUK-20	13547815.0
GMPH0574	ULK574	GM-933	171510.0	TIK-BUK-17	13547571.0
GMPH2875	ULK2875	GM-993	197154.0	TIK-CHV-138	13549085.0
GMPH2899	ULK2899	GM-938	198156.0	TIK-GMC-38	13547801.0
GMPH7277	ULK7277				13560547.0
GMPM0108	ULK108	CAD-1171	180994.0	TIK-CAD-49
GMPM0126	ULK126	GM-841	181108.0	TIK-GMC-11	13508280.0
GMPM0134	ULK134	GM-840	181107.0	TIK-CHV-64	13529634.0
GMPM0364	ULK364	CAD-1178	181000.0		13598512.0
GMPM0447	ULK447	GM-925	171525.0	TIK-CHV-119	13560207.0
GMPM0476	ULK476	OEM-GM-928		TIK-GMC-30N	13548434.0
GMPM0479	ULK479	CAD-1186	171524.0	TIK-CAD-69	13560904.0
GMPM8866	ULK8866	CAD-1187	200187.0		13538866.0
GMPM8866	ULK8866		200187.0		13546301.0
GMPR0137	ULK137	GM-867	181121.0	TIK-BUK-08	13506665.0
GMPR0148	ULK148	GM-890	181125.0	TIK-GMC-22	13584512.0
GMPR0182	ULK182	GM-850	181111.0	TIK-CHV-69	13529664.0
GMPR0211	ULK211	GM-863	181117.0	TIK-CHV-78	13529638.0
GMPR0348	ULK348	GM-897	181130.0	TIK-BUK-13	13511629.0
GMPR0446	ULK446	GM-936	171435.0		13530513.0
GMPR0712	ULK712	GM-955	197150.0	TIK-CHV-131	13547829.0
GMPR2874	ULK2874				13549084.0
GMPR5665	ULK5665	GM-956	194645.0		13535665.0
GMPR7676	ULK7676				13547676.0
GMPT0143	ULK143	CAD-1173	180995.0
GMPT0161	ULK161	GM-847	181109.0	TIK-CHV-72	13529660.0
GMPT0448	ULK448	GM-929	171433.0	TIK-CHV-133	13547792.0
GMPU8441	ULK8441	GM-989	202337.0	TIK-CHV-143	13548441.0
GMPV0276	ULK276	GM-905	181132.0	TIK-CHV-102	13529632.0
GMPV0277	ULK277	GM-907	181133.0	TIK-GMC-26	13591396.0
GMPV0513	ULK513	GM-961	171505.0		13522904.0
GMPV0656	ULK656		200634.0		13560205.0
GMPV0672	ULK8440	GM-939	200638.0	TIK-GMC-39	13560219.0
GMPW0477	ULK477	GM-932	171508.0	TIK-CHV-122	13560204.0
GMPZ5663	ULK5663	GM-1009	202844.0		13535663.0
GMRA0001	GM001	GM-691	180689.0	TIK-GM-11	15913420.0
GMRA0027	GM027	GM-572	180687.0	TIK-ILC-208	15732803.0
GMRA0037	GM037	GM-575	180685.0	TIK-GM-18	21997127.0
GMRA0041	GM041	GM-626	180678.0	TIK-GM-10	10335583.0
GMRA0088	GM088	GM-828	180690.0	TIK-GM-89	13577771.0
GMRA0133	GM133	GM-906	180691.0	TIK-CHV-100	13577765.0
GMRB0006	GM006	GM-712	180722.0	TIK-GM-26	10337867.0
GMRB0016	GM016	GM-715	180721.0	TIK-GM-13	22733524.0
GMRH0007	GM007	GM-655	180723.0	TIK-CHV-25	15857839.0
GMRJ0005	GM005	GM-635	171577.0	TIK-GM-25	15857835.0
GMRM0008	GM008	GM-661	180727.0	TIK-GM-27	15857836.0
GMRM0092	GM092	GM-838	180785.0	TIK-CHV-66	13577766.0
GMRR0002	GM002	GM-697	180715.0	TIK-CHV-26R	15913421.0	22936098, GMRR0002_180715
GMRR0089	GM089	GM-842	180709.0	TIK-GM-86	22881480.0
GMRR0090	GM090	GM-833	180710.0	TIK-GMC-12	13580082.0
GMRR0094	GM094	GM-834	180784.0	TIK-CHV-14	84540865.0
GMRS0019	GM019	GM-682			15114375.0
GMRT0004	GM004	GM-706	180713.0	TIK-GM-19	10337866.0
GMRT0015	GM015	GM-694	180711.0	TIK-GM-16	15252034.0
GMRT0036	GM036	CAD-1114	180702.0	TIK-GM-21	16263074.0
GMRT0081	GM081	CAD-1108	180698.0		25695966.0
GMRV0126	GM126	GM-917	180718.0	TIK-CHV-108	84209236.0
HAFA1325	ACU010#1	ACURA-888	182309.0	TIK-ACU-24	35111-STX-325
HAHA0012	HON012	HON-478	182312.0	TIK-HON-13	35111-S9V-325
HAHA0013	HON013	HON-486	182313.0	-	35118-TP6-A20
HAHA0015	HON015	HON-476	182317.0	TIK-HON-10	35111-SHJ-305
HAHA0049	HON049				35111-SWA-306
HAHA0063	HON063	HON-506	171879.0		35118-T0A-A00
HAHJ0018	HON018	HON-490	171897.0	TIK-HON-94	35118-SZA-A03
HAHJ0019	HON019	HON-509	182328.0	TIK-HON-19	35118-SZA-A51
HAHJ0110	ULK110	HON-521	182340.0		35118-TGG-A00
HAHJ0175	ULK175	HON-515	182336.0	TIK-HON-58
HAHS0023	HON023	HON-495	182341.0	TIK-HON-29	35118-TK8-A10
HAHT0014	HON014	HON-497	182330.0	TIK-HON-23	35118-TE0-A10
HAHT0016	HON016	HON-482	182334.0	TIK-HON-11	35118-SDA-A11
HAHT0017	HON017	HON-488	182329.0	TIK-HON-16
HAHT0021	HON021	HON-484	182332.0	TIK-HON-14	35111-SVA-306
HAHT0022	HON022	HON-498	171909.0	TIK-HON-41	35118-TR0-A00
HAHT0051	HON051	HON-482 F	171915.0	TIK-HON-20	35111-S9A-305
HAHT0176	ULK176	HON-520	182339.0	TIK-HON-75	35118-T2A-A60
HAHT0184	ULK184	HON-499	182338.0	TIK-HON-46	35118-T2A-A20
HAPB0046	HON046	HON-517	181162.0	TIK-HON-69	72147-TBA-A12
HAPB0650	HON065	HON-530	181160.0	TIK-HON-87	72147-TVA-A01
HAPB2011	HON2011	HON-541; ULK658	196547.0	TIK-HON-116	72147-T20-A11
HAPB4702	HON065		172001.0		72147-TVA-A02				13541988.0
HAPB4722	HON065#1				72147-TVA-A22
HAPB4732	HON065#2				72147-TVA-A32
HAPD0066	HON066	HON-526	181175.0	TIK-HON-85	72147-THR-A11
HAPD1731	HON066#2		181174.0		72147-THR-A31
HAPF0721	HON721 D1	HON-576 M1	264794.0	TIK-HON-123R	72147-THR-AB1
HAPD47C1	HON721 D2	HON-576 M2			72147-THR-AC1
HAPF7851	HON035	HON-501	181170.0	TIK-HON-57	72147-TK8-A51
HAPF7861	HON035D1	HON-501 D1	181168.0		72147-TK8-A61
HAPH0111	HON111	HON-561	200655.0	TIK-HON-65	72147-TLA-A02
HAPH0382	HON038#2	HON-542 D2	181178.0		72147-TG7-A41
HAPH3011	HON9021#2	HON-572 M2	196275.0	TIK-HON-121 D2	72147-3A0-A11
HAPH4311	HON4311	HON-571	196273.0	TIK-HON-121	72147-T43-A11
HAPH4751	ACU044#2	ACURA-919 M2	171995.0		72147-TJB-A51
HAPH47A1	HON060#1	HON-538 M1	172006.0		72147-TG7-AA1
HAPH0602	HON060#2	HON-538 M2	181176.0		72147-TG7-AB1
HAPH7711	HON038			TIK-HON-65R	72147-TG7-A11
HAPH9021	HON9021 #1	HON-573 M1	196541.0	TIK-HON-121 D1	72147-T90-A21
HAPH9031	HON9021#2	HON-573 M2	196539.0		72147-T90-A31
HAPJ0036	HON036	HON-508	181148.0	TIK-HON-95	72147-T0A-A11
HAPJ0043	HON043	HON-513	181152.0	TIK-HON-62	72147-T7S-A01	72147T43A11
HAPJ0057	HON057	HON-518	181163.0	TIK-HON-82	72147-THR-A01
HAPJ0617	HON617	HON-543	na		72147-T43-A01
HAPJ4711	ACU4711_DRIVER2				72147-TYA-A21
HAPR0098	HON098	150638.0	171974.0	TIK-HON-109	72147-T6Z-A61
HAPR7611	HON045	HON-524	181145.0	TIK-HON-81	72147-T6Z-A11
HAPR7631	HON045_DRIVER2		181142.0		72147-T6Z-A31
HAPS0034	HON034	HON-504	181144.0	TIK-HON-56	72147-TK8-A81
HAPT0026	HON026	HON-500	181137.0	TIK-HON-79R	72147-T2A-A01
HAPT0036	ACU036	ACURA-917; ACU043	180975.0	TIK-ACU-59	72147-TZ3-A21
HAPT0041	HON041	HON-512	181150.0	TIK-HON-79	72147-TBA-A02
HAPT0061	HON061	HON-535		TIK-HON-98	72147-TXM-A01
HAPT0529	HON529	HON-529	181167.0	TIK-HON-88	72147-TVA-A12
HAPT7211		HON-500 D1	181138.0		72147-T2A-A11
HAPT7222	HON026#2	HON-500 D2	139987.0		72147-T2A-A21	72147-T2A-A22
HAPT7311	-	HON-519 D1	171984.0		72147-T3W-A11
HAPT7321	-	HON-519 D2	171985.0		72147-T3W-A21
HGFA0090	KIA090	KIA-1201	171626.0	TIK-KIA-124	95430-Q5400
HGFJ0042	HYU042	HYU-1269	182263.0	TIK-HYU-67	95430-D3010
HGFJ0055	HYU055	HYU-1296	182268.0	TIK-HYU-100	95430-J9500
HGFJ9700	HYU9700				95430-J9700
HGFT0048	HYU048	HYU-1286	182265.0	TIK-HYU-72	95430-2W110
HGPB0492	ULK492	HYU-1333	181198.0	TIK-HYU-135	95440-AA000
HGPB0494	ULK494	HYU-1340	171717.0		95440-AA100
HGPB0972	ULK972		204059.0		95440-G9720
HGPB0982	ULK982		204060.0		95440-G9820
HGPB1110	ULK1110	HYU-1393	199435.0		95440-L1110
HGPB1710	ULK710	HYU-1468	204276.0	TIK-HYU-228	95440-L1710
HGPB1760	ULK1760	HYU-1365	252791.0		95440-L1760
HGPB4500	ULK4500	HYU-1444	201292.0	TIK-HYU-219	95440-AA500
HGPB4501	ULK4501		281494.0	TIK-HYU-255	95440-AA501
HGPE0120	-	HYU-1463	203208.0	-	95440-CU120
HGPE0230	ULK230			TIK-HYU-230	95440-BE200
HGPE0490	ULK490	HYU-1338	171816.0	TIK-HYU-145
HGPE1600	ULK1600	HYU-1404	199419.0	TIK-HYU-200N	95440-L1600
HGPE1770	ULK1770		295995.0		95440-L1770
HGPE6100		HYU-1461		TIK-HYU-225	95440-P6100
HGPE8600	ULK8600		201663.0		95440-S8600
HGPE9082	ULK9082	HYU-1354	197268.0	TIK-HYU-186	95440-N9082
HGPE9511	ULK9511	HYU-1462	203220.0	TIK-HYU-236	95440-CU130
HGPE9580	ULK9580	HYU-1482			95440-N9580
HGPH0452	ULK452	HYU-1325	171721.0	TIK-HYU-120	95440-J9001
HGPH0475	ULK475			TIK-HYU-249	95440-T6DB0
HGPH0493	ULK493	HYU-1310	171789.0	TIK-HYU-112	95440-S8010
HGPH0506	ULK506	HYU-1475		TIK-HYU-244	95440-T6BB0
HGPH0590	ULK590		197244.0		95440-N9070
HGPH0684	ULK684	HYU-1353	171721.0	TIK-HYU-190	95440-N9072
HGPH1670	ULK1670	HYU-1383	192904.0	TIK-HYU-187	95440-S1670
HGPH6040	ULK6040	HYU-1459	-		95440-P6040
HGPH6050	ULK6050	HYU-1460	-		95440-P6050
HGPH8550	ULK8550	HYU-1423	199411.0	TIK-HYU-192	95440-S8550
HGPH9460	ULK9460			TIK-HYU-248	95440-T6DA0
HGPH9570	ULK9570	HYU-1483	277595.0	TIK-HYU-241	95440-N9570
HGPJ0050	ULK050	HYU-1301	181193.0	TIK-HYU-104	95440-S2000
HGPJ0078	ULK078	HYU-1252	181182.0	TIK-HYU-46	95440-4Z200
HGPJ0145	ULK145	HYU-1267	181187.0	TIK-HYU-63	95440-B8100	95440-2W500
HGPJ0149	ULK149	HYU-1265	181186.0		95440-2S600
HGPJ0207	ULK207	KIA-1173	171767.0		95440-A9100
HGPJ0208	ULK208	KIA-1180	171771.0
HGPJ0217	ULK217	HYU-1275	181189.0	TIK-HYU-65R	95440-D3100NNA	95440-D3100-NNA
HGPJ0228	ULK228	HYU-1303	181194.0	TIK-HYU-90	95440-D3110
HGPJ0244	ULK244	HYU-1293	181192.0	TIK-HYU-97	95440-J9000
HGPJ0324	ULK324N	OEM-HYU-1308		TIK-HYU-103	95440-J3000
HGPJ0328	ULK328	KIA-1183		TIK-KIA-96	95440-B2AC0
HGPJ0341	ULK341	HYU-1305	181195.0	TIK-HYU-111	95440-D3510
HGPJ0453	ULK453N	OEM-HYU-1323		TIK-HYU-128
HGPR0320	KIA320	KIA-1251	201490.0		95440-K0320
HGPR0489	ULK489	OEM-HYU-1341	171753.0	TIK-HYU-143	95440-S2500	95440 S2500
HGPR2410	ULK2410	HYU-1416	202459.0	TIK-HYU-211	95440-K2410
HGPR2450	ULK2450				95440-K2450
HGPR2600	ULK2600	HYU-1378	198073.0		95440-S2600
HGPR5710	ULK5710	KIA-1292	202120.0		95440-Q5710
HGPR9050	ULK9050	HYU-1343		TIK-HYU-159
HGPR9052	ULK9052	HYU-1419	199431.0	TIK-HYU-185	95440-N9052
HGPR9060	ULK9060	HYU-1455	203168.0	TIK-HYU-218	95440-BE060
HGPR9400	ULK9400	HYU-1347	201534.0	TIK-HYU-160N	95440-J9400
HGPR9550	ULK9550	HYU-1477			95440-N9550
HGPT0113	ULK113	HYU-1276	138708.0
HGPT0199	ULK199	HYU-1278	185916.0	TIK-HYU-70	95440-F2000
HGPT0229	ULK229	HYU-1289		TIK-HYU-87	95440-C2500
